date,Conflict,Disaster,Disease,Fund,Political/Social Unrest,Water Insecurity
20140714,2.0,1.0,0.0,0.0,0.0,0.0
20140716,1.0,1.0,0.0,0.0,0.0,0.0
20140717,1.0,1.0,0.0,0.0,0.0,0.0
20140718,0.0,2.0,0.0,0.0,0.0,0.0
20140721,0.0,2.0,0.0,0.0,0.0,0.0
20140722,1.0,1.0,0.0,0.0,0.0,0.0
20140723,1.0,2.0,0.0,0.0,0.0,0.0
20140728,2.0,2.0,0.0,0.0,0.0,0.0
20140730,2.0,2.0,0.0,0.0,0.0,1.0
20140801,1.0,1.0,0.0,0.0,0.0,0.0
20140804,1.0,0.0,0.0,0.0,0.0,1.0
20140805,3.0,1.0,0.0,0.0,0.0,0.0
20140806,2.0,0.0,0.0,0.0,0.0,0.0
20140807,1.0,1.0,0.0,0.0,0.0,0.0
20140812,1.0,0.0,0.0,0.0,0.0,0.0
20140813,5.0,1.0,0.0,0.0,0.0,0.0
20140814,1.0,1.0,0.0,0.0,0.0,0.0
20140815,1.0,0.0,0.0,0.0,0.0,1.0
20140819,3.0,0.0,0.0,0.0,0.0,0.0
20140822,0.0,1.0,0.0,0.0,0.0,1.0
20140825,1.0,0.0,0.0,0.0,0.0,0.0
20140826,2.0,1.0,0.0,0.0,0.0,0.0
20140827,3.0,0.0,0.0,0.0,0.0,0.0
20140828,1.0,1.0,0.0,0.0,0.0,0.0
20140829,3.0,0.0,0.0,0.0,1.0,0.0
20140902,2.0,0.0,0.0,0.0,0.0,0.0
20140905,1.0,2.0,0.0,0.0,0.0,0.0
20140908,1.0,1.0,0.0,0.0,1.0,0.0
20140909,0.0,2.0,0.0,0.0,0.0,0.0
20140910,1.0,0.0,0.0,0.0,0.0,0.0
20140911,1.0,3.0,0.0,0.0,0.0,0.0
20140912,1.0,1.0,0.0,0.0,1.0,0.0
20140919,0.0,3.0,0.0,1.0,0.0,0.0
20140923,0.0,1.0,0.0,0.0,0.0,0.0
20140929,2.0,0.0,0.0,0.0,0.0,0.0
20141007,2.0,3.0,0.0,0.0,0.0,1.0
20141009,1.0,0.0,0.0,0.0,0.0,0.0
20141010,0.0,1.0,0.0,0.0,0.0,0.0
20141014,1.0,0.0,0.0,0.0,0.0,0.0
20141015,1.0,0.0,0.0,0.0,0.0,0.0
20141020,1.0,0.0,0.0,0.0,0.0,0.0
20141021,1.0,1.0,0.0,0.0,0.0,0.0
20141022,2.0,0.0,0.0,0.0,0.0,0.0
20141027,1.0,1.0,0.0,0.0,0.0,0.0
20141031,1.0,1.0,0.0,0.0,0.0,0.0
20141103,1.0,1.0,0.0,0.0,0.0,0.0
20141104,1.0,1.0,0.0,0.0,0.0,0.0
20141105,0.0,3.0,0.0,1.0,0.0,0.0
20141117,3.0,1.0,0.0,1.0,0.0,0.0
20141118,4.0,1.0,0.0,0.0,0.0,0.0
20141124,3.0,0.0,0.0,0.0,0.0,0.0
20141125,1.0,0.0,0.0,0.0,0.0,0.0
20141126,1.0,1.0,0.0,1.0,0.0,0.0
20141127,0.0,0.0,0.0,0.0,1.0,2.0
20141201,0.0,1.0,0.0,0.0,1.0,0.0
20141202,2.0,0.0,0.0,0.0,0.0,0.0
20141203,0.0,2.0,0.0,0.0,1.0,0.0
20141204,1.0,0.0,0.0,0.0,0.0,0.0
20141205,4.0,0.0,0.0,0.0,1.0,0.0
20141208,2.0,0.0,0.0,0.0,0.0,0.0
20141211,1.0,2.0,0.0,0.0,0.0,0.0
20141212,1.0,2.0,0.0,0.0,0.0,0.0
20141215,3.0,3.0,0.0,0.0,0.0,0.0
20141216,2.0,0.0,0.0,0.0,1.0,0.0
20141217,0.0,1.0,0.0,0.0,0.0,0.0
20141218,0.0,2.0,0.0,0.0,1.0,0.0
20141230,0.0,1.0,0.0,0.0,0.0,0.0
20141231,1.0,0.0,0.0,0.0,0.0,0.0
