date,Conflict,Disaster,Disease,Fund,Political,Water Insecurity
20141022,1.0,0.0,0.0,0.0,0.0,0.0
20141027,1.0,0.0,0.0,0.0,0.0,0.0
20141103,1.0,1.0,0.0,0.0,0.0,0.0
20141104,1.0,0.0,0.0,0.0,0.0,0.0
20141105,1.0,0.0,0.0,0.0,0.0,0.0
20141114,1.0,0.0,0.0,0.0,0.0,0.0
20141118,3.0,0.0,0.0,0.0,0.0,0.0
20141124,2.0,0.0,0.0,1.0,0.0,0.0
20141125,1.0,0.0,0.0,0.0,0.0,0.0
20141126,1.0,0.0,0.0,0.0,0.0,0.0
20141127,0.0,1.0,0.0,0.0,0.0,2.0
20141201,0.0,0.0,0.0,1.0,0.0,0.0
20141202,1.0,0.0,0.0,0.0,0.0,0.0
20141204,0.0,1.0,0.0,0.0,0.0,0.0
20141205,1.0,0.0,0.0,0.0,0.0,0.0
20141211,2.0,0.0,0.0,0.0,0.0,0.0
20141212,0.0,3.0,0.0,0.0,0.0,0.0
20141215,0.0,0.0,0.0,0.0,1.0,0.0
20141216,1.0,0.0,0.0,0.0,0.0,0.0
20141217,1.0,1.0,0.0,0.0,0.0,0.0
20141218,2.0,0.0,0.0,0.0,0.0,0.0
20141230,1.0,0.0,0.0,0.0,0.0,0.0
