date,Conflict,Disaster,Disease,Food Insecurity,Fund,Political/Social Unrest,Water Insecurity
20131203,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131204,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131205,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20131218,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131219,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131230,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20131231,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140516,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140519,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140523,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140605,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140606,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20140624,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140625,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20140702,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20140708,2.0,0.0,0.0,0.0,0.0,1.0,0.0
20140709,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140710,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140714,0.0,0.0,0.0,0.0,0.0,2.0,0.0
20140716,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20140721,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140722,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140723,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140728,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140730,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140804,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20140806,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140812,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20140815,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140819,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140822,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140825,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20140826,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140829,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140923,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140929,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20141007,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20141010,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20141015,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20141016,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141022,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141031,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141103,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141105,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141114,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20141124,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141125,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141126,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141127,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141201,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141204,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141205,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20141208,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20141212,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141215,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141218,3.0,0.0,0.0,0.0,1.0,0.0,0.0
20141230,0.0,1.0,0.0,0.0,0.0,0.0,0.0
